"GeoName","FIPS","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2013","Y2014","Y2015","Y2016","Y2017"
"Fresno, CA","23420","0.0728","0.0368","0.0277","0.024","0.0467","-0.0069","-0.0173","0.005","0.0059","-0.014","0.0432","0.0216","0.0489","0.0234","0.0074"
"Gadsden, AL","23460","0.0203","0.0127","0.0268","0.02","0.0026","0.0081","-0.0101","-0.0307","0.0185","0.0104","-0.0345","0.0052","0.0196","0.0102","0.0101"
"Gainesville, FL","23540","0.0053","0.0292","0.0838","0.0149","0.0339","0.0503","-0.0059","-0.0215","-8e-04","-1e-04","0.0527","-0.0325","0.0062","0.0156","0.0238"
"Gainesville, GA","23580","-0.0173","9e-04","0.0117","0.0622","-0.0039","0.0217","-0.0251","-0.0621","0.0384","0.0604","-0.0109","0.0608","0.0702","0.0341","0.0473"
"Gettysburg, PA","23900","0.0275","0.0648","0.0064","0.0464","0.0365","0.0168","-0.0396","-0.0266","-0.0313","-0.0105","0.0256","0.0183","0.0077","0.0618","0.0264"
"Glens Falls, NY","24020","0.034","0.0296","0.0554","0.0228","0.0094","-0.0145","-6e-04","-0.0071","0.027","0.0066","-0.0167","0.0114","0.0037","0.0094","0.005"
"Goldsboro, NC","24140","-0.0081","-0.0112","0.0281","0.0166","0.0479","-8e-04","-0.0427","0.0236","0.0051","0.0031","3e-04","-0.0078","-8e-04","-0.0154","0.0049"
"Grand Forks, ND-MN","24220","0.0308","0.066","-0.0348","0.0082","0.0448","0.0075","0.0351","-0.0213","0.0285","0.0051","0.0379","-0.0013","0.037","0.0654","-0.0016"
"Grand Island, NE","24260","0.0274","0.0441","-0.0012","0.0666","0.0363","0.048","0.0052","0.0086","0.0333","0.0417","0","-0.0061","0.0264","0.0178","0.0228"
"Grand Junction, CO","24300","0.047","0.0112","0.0313","0.0441","0.0449","0.091","0.0887","-0.0545","-0.011","0.0102","-0.0164","0.0177","-0.0262","-0.0229","0.0415"
"Grand Rapids-Wyoming, MI","24340","0.0324","0.013","0.0193","0.0154","-0.003","-0.0161","-0.0737","-0.0726","0.043","0.044","0.0421","0.0427","0.0449","0.0119","0.0326"
"Grants Pass, OR","24420","0.0734","0.0492","0.0489","0.0416","0.0501","-0.0102","-0.0212","-0.0528","-0.0056","0.0174","-0.0341","0.0364","0.0608","0.0257","0.0433"
"Great Falls, MT","24500","-0.014","0.0276","0.0302","-0.0024","0.0449","0.0078","0.007","0.0069","0.0191","0.0135","-0.0139","0.0422","0.0246","-0.0089","0.006"
"Greeley, CO","24540","0.0203","-0.0122","0.0207","0.0489","0.0219","0.0324","-0.0162","-0.017","8e-04","0.0184","0.0466","0.1543","0.0511","-0.0136","0.0937"
"Green Bay, WI","24580","0.0026","0.0287","0.0248","0.0078","0.0017","0.0101","-0.049","-0.0087","0.0273","0.0092","-0.001","0.0107","0.0485","0.0168","0.0196"
"Greensboro-High Point, NC","24660","-0.005","0.0197","0.0081","0.0316","0.0256","0.024","-0.0314","-0.0266","0.0242","0.0167","0.0143","0.0229","0.0219","-0.0154","0.015"
"Greenville-Anderson-Mauldin, SC","24860","-0.0011","0.0297","-0.0382","0.019","9e-04","0.0403","-0.0023","-0.0584","0.0411","0.0422","0.0191","0.0318","0.0397","0.018","0.026"
"Greenville, NC","24780","0.0197","0.0065","-0.0205","0.0409","0.0404","0.0628","0","0.0197","2e-04","0.0274","0.023","-0.0021","0.0061","1e-04","0.023"
"Gulfport-Biloxi-Pascagoula, MS","25060","-0.0166","0.0557","-0.0291","0.0579","-0.0022","0.0791","0.0708","-0.0404","-0.0111","-0.0512","-0.0387","-0.0262","6e-04","0.0588","-0.0229"
"Hagerstown-Martinsburg, MD-WV","25180","0.0171","0.0168","0.0326","0.041","0.0333","-0.026","-0.0071","-0.0364","0.0192","0.0324","0.0155","0.0238","-0.0116","0.023","0.0245"
"Hammond, LA","25220","0.0363","0.0544","0.0806","0.0733","0.2066","-0.0428","0.0306","-0.0414","0.1027","0.0069","-0.04","0.0365","-0.0328","0.0523","0.007"
"Hanford-Corcoran, CA","25260","0.0599","0.11","0.0652","0.0115","0.0036","0.0715","-0.0431","-0.0853","0.0252","0.018","0.006","0.0645","-0.0314","-0.0038","0.0029"
"Harrisburg-Carlisle, PA","25420","0.0091","0.0173","0.0181","0.0032","0.0146","0.0177","-0.0192","-0.0014","-0.0029","0.0164","0.0099","0.0117","0.0259","0.0035","0.0204"
"Harrisonburg, VA","25500","-0.0698","0.0111","-0.0267","0.0551","0.0363","0.0351","-0.0304","0.0417","0.0789","0.02","-0.0043","-0.0013","0.0288","-0.001","0.0069"
"Hartford-West Hartford-East Hartford, CT","25540","-0.036","-0.0014","0.0595","0.0209","0.0476","0.0527","-0.0179","-0.0198","-0.0307","0.0016","-0.0194","-0.0091","0.036","-0.0208","0.0144"
"Hattiesburg, MS","25620","0.0396","0.0259","0.032","0.0176","0.0646","0.0296","0.0186","7e-04","0.015","0.0068","-0.0044","0.0125","0.0269","0.02","0.0141"
"Hickory-Lenoir-Morganton, NC","25860","-0.0122","-0.0359","0.036","4e-04","0.0255","-0.0298","-0.0473","-0.0692","0.0296","0.0137","0","0.0124","0.0392","0.0118","0.0498"
"Hilton Head Island-Bluffton-Beaufort, SC","25940","0.0155","0.0444","0.0318","0.0326","0.0424","0.0237","-0.0774","-0.0468","-0.0158","-0.0205","0.0113","0.0391","0.018","0.004","0.0147"
"Hinesville, GA","25980","-0.0191","0.0593","0.0337","0.0533","0.0076","0.0291","0.1015","0.0042","0.056","0.0809","0.0112","-0.0552","-0.031","-0.0352","0.0118"
"Homosassa Springs, FL","26140","0.0522","0.0687","0.0163","0.068","0.015","0.0166","-0.0585","0.0343","0.0182","-0.0097","-0.0553","-0.0693","0.0014","-0.0249","0.02"
"Hot Springs, AR","26300","0.0023","0.0169","0.0269","0.0323","0.019","-0.0083","8e-04","-0.0247","0.0309","0.0175","-0.0744","-4e-04","0.0134","0.0048","0.019"
"Houma-Thibodaux, LA","26380","-0.0548","-0.0109","6e-04","0.0234","0.156","0.0981","0.0528","0.1017","0.0285","-0.0126","-0.0183","-0.0196","-0.0971","-0.1241","-0.0215"
"Houston-The Woodlands-Sugar Land, TX","26420","0.013","-0.017","0.0702","-0.0281","0.0563","0.0786","-0.0136","0.0099","0.0272","0.0421","0.0405","0.026","0.0373","-0.0357","3e-04"
"Huntington-Ashland, WV-KY-OH","26580","0.0483","0.012","0.039","7e-04","0.0113","0.0042","0.0376","-0.0253","0.0087","-0.0156","0.067","-0.0044","-0.0106","0.0039","0.0075"
"Huntsville, AL","26620","0.0946","0.0768","0.0576","0.0519","0.0427","0.0203","0.0307","0.0055","0.0608","0.0075","-0.0079","0.0154","0.0122","0.0166","0.0186"
"Idaho Falls, ID","26820","0.0483","0.0421","0.0505","0.034","0.0559","0.041","0.0442","0.0013","-0.0042","0.0049","-0.0016","0.0182","0.0648","0.0495","0.0489"
"Indianapolis-Carmel-Anderson, IN","26900","0.0116","0.0282","0.0413","0.0167","0.0169","0.022","-0.0192","-0.033","0.0371","0.0171","0.0434","0.0104","-0.0019","0.0366","0.0249"
"Iowa City, IA","26980","-0.0102","0.0254","0.0443","0.0078","0.0507","0.0264","0.0139","0.0128","0.0102","0.0415","0.0231","0.0361","0.0036","0.0255","0.0054"
"Ithaca, NY","27060","0.0392","0.0393","-0.0048","-0.0018","0.0015","0","0.0311","-0.007","-0.0024","-0.005","-0.0039","-0.0114","-0.0037","-0.0014","0.015"
"Jackson, MI","27100","0.0302","-0.0112","0.012","0.0161","-0.028","0.0136","-0.0528","-0.0732","0.0677","0.0355","0.0694","-0.0438","0.0045","0.0313","0.0095"
"Jackson, MS","27140","0.028","0.0162","0.028","2e-04","0.029","0.0296","0.0105","-0.0234","0.0327","0.0014","0.0084","0.0144","0.009","0.0094","0.0049"
"Jackson, TN","27180","0.0548","0.0244","-0.0011","0.018","0.0027","-0.0361","0.0299","-0.0371","0.0217","0.0131","-0.0288","-0.0271","0.005","0.063","0.0113"
"Jacksonville, FL","27260","0.032","0.064","0.0397","0.0382","0.0612","0.0021","-0.0421","-0.0495","0.0099","0.006","0.0425","0.0069","0.0477","0.0376","0.0351"
"Jacksonville, NC","27340","-0.0711","0.0257","0.0825","0.0378","0.0141","0.0739","0.0969","0.1059","0.0563","-0.0044","-0.0103","-0.0205","-0.0294","0.0514","0.0034"
"Janesville-Beloit, WI","27500","0.0944","0.0159","-0.0054","-0.0161","0.0642","-0.0224","-0.0681","-0.0926","0.0338","0.0173","0.0511","-0.0333","0.0326","0.031","0.0268"
"Jefferson City, MO","27620","-0.0129","0.0362","0.0384","0.0014","-0.0096","-0.0026","0.0121","-0.0215","0.0323","-0.0014","0.0522","0.0022","0.0106","-0.0154","0.0139"
"Johnson City, TN","27740","0.042","0.039","0.0706","0.0319","0.0272","-0.0019","0.0367","-0.0049","-0.0419","0.0301","-0.0218","-0.0153","0.0335","5e-04","0.0182"
"Johnstown, PA","27780","-0.0284","0.0139","-0.0055","0.0208","-0.0026","0.0158","-0.0082","-0.0057","-0.0017","0.0055","-0.0081","-0.0124","-0.0221","-0.0297","-3e-04"
"Jonesboro, AR","27860","0.0029","0.0672","0.0232","0.018","0.0128","-0.0208","0.0489","-0.0118","0.0466","-0.0029","0.0179","-0.0171","0.017","0.0206","0.0121"
"Joplin, MO","27900","-0.0134","0.0569","0.0243","0.0161","0.0217","0.0081","-0.0114","-0.0279","0.0484","0.0145","0.0135","-0.008","0.0359","-0.0235","0.0279"
"Kahului-Wailuku-Lahaina, HI","27980","-0.0067","0.058","0.0558","0.066","0.0517","0.0164","-0.008","-0.0723","0.014","0.0136","0.0099","0.0195","0.0361","0.0358","0.0159"
"Kalamazoo-Portage, MI","28020","0.0868","0.0232","-0.0254","-0.0242","0.0048","0.0255","-0.0248","-0.0261","0.0115","0.0069","0.018","0.0096","0.0575","0.0381","0.0113"
"Kankakee, IL","28100","0.0353","0.0121","0.0163","-0.0211","0.0168","-0.0025","-0.0101","0.0022","-0.0014","0.0062","-0.0102","0.0024","0.0745","0.0276","0.0199"
"Kansas City, MO-KS","28140","0.0174","0.0133","0.0227","0.0165","0.0112","0.029","0.0132","-0.0418","0.0318","0.0118","0.0175","0.024","0.0195","2e-04","0.0125"
"Kennewick-Richland, WA","28420","0.0621","0.0457","4e-04","0.0349","-0.009","0.0664","0.0268","0.0822","0.0603","0.005","-0.0193","8e-04","0.0675","0.0479","0.0167"
"Killeen-Temple, TX","28660","0.0127","0.0291","0.0217","0.0626","0.0628","0.06","0.0618","0.0305","-0.0126","0.0308","-0.0187","-0.0108","0.0314","-0.0068","0.0166"
"Kingsport-Bristol-Bristol, TN-VA","28700","-0.0278","-0.0057","0.0688","-0.0275","0.0429","0.0056","-0.0375","-0.0211","0.0247","0.0301","-0.0284","-0.0609","-0.0182","-0.0185","0.0077"
"Kingston, NY","28740","0.0256","0.0396","0.0189","0.0188","0.0542","-0.0047","-0.0258","-0.0164","0.0277","-0.0122","0.0056","-0.0136","0.0163","0.0059","0.0108"
"Knoxville, TN","28940","0.0472","0.0331","0.0492","0.029","0.0123","3e-04","0.038","-0.0204","0.0059","0.0289","-0.0063","0.0215","0.0281","0.0309","0.0168"
"Kokomo, IN","29020","0.1315","0.1118","-0.0587","-0.0072","0.0507","0.0719","-0.1702","-0.3601","0.4252","0.0712","0.0483","0.0183","0.0178","0.001","-0.0208"
"La Crosse-Onalaska, WI-MN","29100","0.0364","0.0411","-0.013","0.0143","0.0094","0.0034","0.0219","-0.0047","0.0371","0.0076","-0.01","0.0084","0.0231","0.0179","0.0242"
"Lafayette-West Lafayette, IN","29200","0.0434","0.0295","0.0182","0.0347","0.0132","0.0192","0.0048","-0.0747","0.0737","0.043","-0.0022","0.0128","0.0049","0.0297","0.0091"
"Lafayette, LA","29180","-0.052","-0.0139","0.0042","-0.0342","0.0977","0.0616","0.0306","0.1195","0.0338","0.0105","-0.0538","-0.0291","-0.0777","-0.0983","0.0044"
"Lake Charles, LA","29340","0.0834","0.1876","0.148","0.2103","-0.1447","-0.1855","-0.0691","-0.078","0.1147","-0.071","-0.065","0.1055","0.0772","0.0785","0.0163"
"Lake Havasu City-Kingman, AZ","29420","0.0538","0.0593","0.0204","0.0812","0.1006","-0.0141","-0.033","-0.1082","-0.0235","0.0096","-0.0044","0.0141","-0.0114","-0.003","0.0384"
"Lakeland-Winter Haven, FL","29460","0.0308","0.0415","0.0282","0.0708","0.0447","0.0045","-0.0166","-0.046","-0.0212","-0.0052","0.0278","-0.012","0.0322","0.0218","0.0238"
"Lancaster, PA","29540","0.0224","0.012","0.0073","0.0162","-0.0021","1e-04","-0.0154","-0.0168","0.0573","-0.0132","0.0111","0.0364","0.0661","-0.0014","0.0183"
"Lansing-East Lansing, MI","29620","0.0549","0.0179","-0.024","0.011","0.0132","0.0074","-0.0339","-0.0607","0.0531","-0.003","3e-04","0.0141","0.0187","0.0335","0.0063"
"Laredo, TX","29700","0.0487","0.0282","0.0153","0.0385","0.0147","0.0182","0.0582","-0.0519","0.0402","0.0576","-0.0152","0.0088","0.014","-0.0115","0.01"
"Las Cruces, NM","29740","0.0761","0.0699","0.0749","0.0519","0.0358","0.0332","0.0255","0.0481","0.0245","-0.0261","-0.0298","0.0156","0.0219","0.024","0.0034"
"Las Vegas-Henderson-Paradise, NV","29820","0.0272","0.064","0.1055","0.1077","0.0412","0.0435","-0.0353","-0.0824","-0.0126","0.0117","0.0166","0.0129","0.0751","0.0131","0.0272"
"Lawrence, KS","29940","0.0234","0.0189","-0.0065","0.0085","0.0029","0.0307","-0.0116","0.021","-0.0152","-0.0044","0.0044","0.0049","0.0379","0.0297","0.0102"
"Lawton, OK","30020","0.0015","0.0431","0.0204","-0.0128","0.0587","0.0255","0.014","0.0487","0.0406","-0.0082","0.0104","7e-04","0.0184","-0.0101","-4e-04"
"Lebanon, PA","30140","0.008","0.05","0.0112","7e-04","0.0127","0.0287","0.0144","-0.0071","0.0458","0.0131","0.0242","-0.0069","0.024","0.0202","0.0194"
"Lewiston-Auburn, ME","30340","0.0701","0.014","0.0207","-0.0221","0.0226","0.0197","-0.0084","-0.0099","-0.0065","0.0056","-0.0134","0.018","-0.0011","0.018","0.0137"
"Lewiston, ID-WA","30300","0.0105","0.0281","0","0.0065","0.0183","0.0052","-0.0017","-0.0092","0.0082","-0.0098","-0.0079","-0.0184","0.0324","0.0216","0.0293"
"Lexington-Fayette, KY","30460","0.06","-7e-04","0.0206","0.0311","0.0413","0.0018","-0.0034","-0.0647","0.0648","0.0122","0.01","0.0094","0.0348","0.0354","0.0111"
"Lima, OH","30620","0.0179","-0.0029","0.0223","0.0182","-0.0139","-0.028","-0.0949","0.0239","0.0212","0.0481","0.014","0.0739","-0.091","2e-04","0.0238"
"Lincoln, NE","30700","0.0069","0.0537","0.0097","0.012","0.0363","0.0109","-0.0173","0.0046","0.0327","0.0235","0.022","0.0276","0.0234","0.0117","0.0144"
"Little Rock-North Little Rock-Conway, AR","30780","0.0396","0.0095","0.0168","0.0374","0.0381","0.053","-0.0286","0.0124","-0.0092","0.0219","-0.0278","0.0121","0.0189","0.0028","0.0096"
"Logan, UT-ID","30860","0.0385","0.0958","0.0443","0.0262","0.0199","0.063","0.0638","0.0036","0.0604","0.0273","-0.0208","0.0356","0.0584","0.0231","0.0078"
"Longview, TX","30980","0.0207","0.017","0.0511","0.0261","0.0554","0.066","0.0628","-0.0305","0.0729","0.0486","0.002","0.0154","-0.0554","-0.0777","0.0235"
"Longview, WA","31020","-0.0384","0.0395","0.0042","0.0256","0.0212","0.0164","-0.0316","-0.0449","0.028","0","0.0309","0.0014","9e-04","0.0379","0.0324"
"Los Angeles-Long Beach-Anaheim, CA","31080","0.021","0.0296","0.0493","0.0345","0.0381","0.0041","0.0054","-0.0603","-0.0108","0.0116","0.0194","0.0385","0.0511","0.0129","0.0278"
"Louisville/Jefferson County, KY-IN","31140","0.0139","0.0012","0.0221","0.0167","0.029","0.0181","-0.0082","-0.0514","0.0536","0.0264","-4e-04","0.0621","0.0201","0.0129","0.0149"
"Lubbock, TX","31180","0.0433","0.0217","0.0325","0.0362","0.0311","0.0122","0.03","0.0091","0.0377","-0.0274","0.0608","-0.0064","0.0315","0.0231","0.0162"
"Lynchburg, VA","31340","-0.0175","0.019","0.0255","0.0408","0.0312","0.0032","-0.0253","-0.0325","0.0403","-0.0039","5e-04","-0.0023","-0.0054","0.0082","0.0245"
"Macon, GA","31420","-0.0037","-0.0269","-0.0049","-0.0196","-0.0281","-0.0363","0.0214","-0.0491","-0.0019","0.0135","0.0243","0.0424","-0.0019","0.0033","0.0068"
"Madera, CA","31460","0.1033","0.0617","0.1266","0.0334","0.0377","0.003","-0.0251","-0.0551","0.0603","-0.0117","0.041","0.0795","0.0296","0.0931","-0.0429"
"Madison, WI","31540","0.0373","0.0257","0.0451","0.0402","0.0258","0.0262","-0.0146","0.0038","0.0333","0.0222","0.0225","0.004","0.0787","0.0415","0.0179"
"Manchester-Nashua, NH","31700","0.0486","0.0647","0.0292","0.0295","-0.0014","0.0148","0.0211","-0.016","0.0013","0.0458","0.0177","0.0146","0.0505","0.0404","0.0153"
"Manhattan, KS","31740","0.0109","0.0669","-0.0018","-0.0106","0.0187","0.0692","0.0622","-0.0121","0.0213","0.0296","-0.0258","0.006","0.0353","0.045","0.0182"
"Mankato-North Mankato, MN","31860","0.0389","0.0283","0.055","0.044","0.0614","-0.0581","0.0277","-0.0354","0.041","0.0286","0.0321","0.0499","0","0.0059","0.027"
"Mansfield, OH","31900","0.0484","0.0083","0.0363","0.0069","-0.0112","-0.0454","-0.0406","-0.1434","0.0373","0.0205","0.016","0.0171","-0.015","-0.0028","0.0137"
"McAllen-Edinburg-Mission, TX","32580","0.0404","0.0556","0.0521","0.0468","0.0333","0.043","0.033","0.0119","0.0545","0.0127","0.0269","0.0307","0.0169","0.0155","0.0193"
"Medford, OR","32780","0.0464","0.0432","0.0275","0.024","0.0253","-0.0042","-0.0584","-0.053","-0.0057","0.0048","0.0245","0.0289","0.0404","0.0537","0.0263"
"Memphis, TN-MS-AR","32820","0.0402","0.0143","0.0257","0.0163","0.0188","0.0078","-0.0307","-0.0459","0.0135","0.0035","-0.0095","-0.0059","0.0084","0.0093","0.0036"
"Merced, CA","32900","0.0976","0.0823","0.0636","0.0098","0.0197","0.0772","-0.0927","-0.0163","-0.004","-0.0259","0.0805","0.067","-0.0015","0.0702","-0.0039"
"Miami-Fort Lauderdale-West Palm Beach, FL","33100","0.0245","0.0353","0.0474","0.0628","0.0363","0.0096","-0.0235","-0.0721","0.0074","0.0129","-0.0124","0.0664","0.0511","0.0293","0.0238"
"Michigan City-La Porte, IN","33140","0.0121","0.0052","0.0287","0.0025","-0.0134","0.0193","-0.0304","-0.0612","0.0508","0.0276","0.011","-0.027","-0.0504","0.0353","0.0038"
"Midland, MI","33220","0.0664","-0.0434","0.0578","-0.0951","-0.0237","0.0447","-0.0739","0.0081","0.0088","0.0371","-0.0087","0.1432","0.0933","0.0556","0.0954"
"Midland, TX","33260","-0.0384","-0.0847","0.0246","-0.0719","0.0971","0.1438","0.0572","0.3165","-0.0064","0.0627","0.0872","0.1231","0.0134","-0.0552","0.0758"
"Milwaukee-Waukesha-West Allis, WI","33340","0.0052","0.0222","0.0194","0.0238","0.0318","0.0053","-0.0022","-0.0276","0.0178","0.0155","0.0128","0.0114","-0.0327","0.0169","0.0115"
"Minneapolis-St. Paul-Bloomington, MN-WI","33460","0.0131","0.0314","0.0408","0.0169","-9e-04","0.0092","0.0086","-0.0358","0.0246","0.0251","0.0162","0.0332","0.0176","0.0208","0.022"
"Missoula, MT","33540","0.042","0.0247","0.0096","0.0368","0.0271","0.0206","-0.0329","-0.0169","-0.0013","0.011","-0.0152","-0.004","0.0499","0.0428","0.028"
"Mobile, AL","33660","-0.0059","0.0082","0.0201","0.0332","0.0623","0.0197","0.03","0.0222","-0.0023","0.016","-0.0131","-0.0018","0.0209","0.0175","-0.002"
"Modesto, CA","33700","0.0727","0.0473","0.0427","0.0337","0.0137","-0.0124","-0.0546","-0.0124","0.0164","-0.0212","0.0201","0.0568","0.043","0.0445","-0.0032"
"Monroe, LA","33740","0.0099","0.0117","0.0329","0.0212","0.026","0.0055","-0.0565","0.0144","0.0289","-0.0098","0.0158","-0.0013","0.0757","0.0331","0.0112"
"Monroe, MI","33780","0.0947","0.0388","-0.0118","-0.0221","-0.0241","-0.0168","-0.0703","-0.0952","0.0643","0.0181","0.0146","-0.016","-0.0087","0.0643","-0.0016"
"Montgomery, AL","33860","0.0274","0.0194","0.0225","0.0215","0.0262","-0.0053","0.006","-0.0401","0.0137","0.011","0.0045","-0.0104","0.0102","0.0204","-0.0071"
"Morgantown, WV","34060","0.0535","0.0252","0.0307","0.0244","0.0445","0.0603","0.028","0.0631","0.0659","0.0054","0.0327","0.0222","0.0362","0.0162","0.0305"
"Morristown, TN","34100","-0.0014","0.0412","0.0453","-0.0247","0.0115","-0.0224","-0.0399","-0.0779","0.0695","0.0088","9e-04","0.0171","0.0314","0.0125","0.0274"
"Mount Vernon-Anacortes, WA","34580","0.2217","-0.038","-0.0574","0.3188","-0.1719","-0.0071","-0.0564","-0.0126","0.0561","-0.0976","0.0644","-0.0029","0.097","0.0588","0.026"
"Muncie, IN","34620","-0.0059","0.025","-0.0549","-0.0209","0.0035","-0.0285","-0.0084","-0.0532","0.0257","0.0177","-0.0115","-0.0154","-0.0083","0.0131","0.0053"
"Muskegon, MI","34740","-0.0022","0.0086","9e-04","2e-04","-0.024","-0.0232","-0.0652","-0.0433","0.0348","0.0282","0.0266","0.0154","0.0182","0.0133","0.0046"
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","34820","0.0172","0.0405","0.0293","0.0428","0.0238","0.033","-0.0145","-0.0423","0.0224","0.0153","0.0247","0.0178","0.0239","0.013","0.0176"
"Napa, CA","34900","0.0518","0.0235","0.0074","0.0468","0.0296","0.0079","-0.0246","-0.0365","-0.0385","-0.0063","0.0406","0.0553","0.0661","0.0304","0.0287"
"Naples-Immokalee-Marco Island, FL","34940","-0.0166","0.0757","0.0797","0.0965","0.0093","-0.0253","-0.1047","-0.0981","0.0511","0.0059","0.0072","0.0722","0.0726","0.0302","0.012"
"Nashville-Davidson--Murfreesboro--Franklin, TN","34980","0.0269","0.0297","0.0487","0.0351","0.047","0.0088","0.0207","-0.0399","0.0423","0.0359","0.0335","0.0454","0.0631","0.0482","0.0407"
"New Bern, NC","35100","-0.0389","0.0191","0.0395","0.0337","0.0034","0.019","0.0329","0.0155","-0.0068","-0.0066","-0.0052","-0.008","7e-04","-7e-04","-0.011"
"New Haven-Milford, CT","35300","0.0231","0.005","0.0523","-0.0056","0.0219","0.0165","-0.03","-0.0349","0.012","-0.003","-0.0022","-0.0122","0.0084","0.014","0.0173"
"New Orleans-Metairie, LA","35380","1e-04","0.0394","0.0492","0.0088","-0.0821","-0.0419","-0.0319","0.0368","0.0653","-0.0558","-0.0578","0.0342","0.0582","-0.0022","-0.0089"
"New York-Newark-Jersey City, NY-NJ-PA","35620","-0.0058","0.0029","0.0264","0.0397","0.0408","0.0128","-0.0172","-0.0242","0.0361","0.0112","0.0023","0.0177","0.02","0.0044","0.0132"
"Niles-Benton Harbor, MI","35660","0.0427","-0.0145","-0.0121","-0.0104","0.0194","0.0352","-0.0479","-0.0487","0.0466","-0.0012","0.0375","0.0171","0.0022","0.0049","-0.004"
"North Port-Sarasota-Bradenton, FL","35840","0.0656","0.0375","0.0659","0.077","0.0332","-0.0148","-0.062","-0.0617","-0.0122","0.0094","0.0138","0.0521","0.0637","0.0303","0.0226"
"Norwich-New London, CT","35980","0.0527","0.0333","0.0526","-5e-04","0.0553","0.0145","-0.0287","-0.0543","-0.0238","-0.034","-0.0238","-0.0391","0.0295","-0.0075","0.0246"
"Ocala, FL","36100","0.0326","0.081","0.0592","0.0878","0.0865","-4e-04","-0.0468","-0.1012","-0.0123","-0.0021","-0.0326","0.0352","0.0254","0.0557","0.0071"
