"GeoName","FIPS","Y2002","Y2003","Y2004","Y2005","Y2006","Y2007","Y2008","Y2009","Y2010","Y2011","Y2013","Y2014","Y2015","Y2016","Y2017"
"Ocean City, NJ","36140","0.0593","0.062","0.0445","0.0254","-0.0479","-0.0217","0.0487","-0.0587","0.0236","-0.0127","0.0601","0.0213","-0.0274","0.0129","-0.0016"
"Odessa, TX","36220","-5e-04","-0.0075","0.0133","0.0475","0.0958","0.1667","0.0281","-0.0452","0.0755","0.1704","0.0989","0.0557","-0.1127","-0.1413","0.121"
"Ogden-Clearfield, UT","36260","0.0443","0.0315","0.0279","0.032","0.0574","0.0107","0.0189","0.0052","0.0438","0.0138","0.0248","0.0164","0.0441","0.0328","0.0294"
"Oklahoma City, OK","36420","0.0088","0.0224","0.0405","-0.0047","0.0636","0.0155","0.0349","-0.0046","0.0106","0.0263","0.045","0.0094","0.0855","-0.0223","0.0228"
"Olympia-Tumwater, WA","36500","0.0053","0.0168","0.0167","0.0369","0.0492","0.0403","4e-04","-0.0132","-0.0107","0.0036","0.0133","0.0061","0.0339","0.0461","0.0509"
"Omaha-Council Bluffs, NE-IA","36540","0.0238","0.0377","0.0281","0.0148","0.0353","0.0297","-0.003","-0.0082","0.031","0.0124","0.0015","0.0506","0.0422","0.0199","0.0091"
"Orlando-Kissimmee-Sanford, FL","36740","0.0492","0.0577","0.0588","0.0796","0.0486","0.0261","-0.0403","-0.0649","0.0026","0.0178","0.0927","-0.0195","0.0394","0.0189","0.0192"
"Oshkosh-Neenah, WI","36780","0.0862","-0.0121","0.0306","0.0134","0.0071","0.0089","-0.0301","-0.0537","0.0765","0.0283","-0.0161","0.0151","0.0208","0.0221","0.0162"
"Owensboro, KY","36980","0.0539","0.0327","-0.0234","0.006","0.0477","-0.0518","0.024","0.004","0.0207","0.0177","0.0542","-0.0021","0.0181","-0.0119","0.0048"
"Oxnard-Thousand Oaks-Ventura, CA","37100","0.0212","0.0754","0.0677","0.0401","0.0258","0.0123","-0.0742","0.0046","0.0287","0.0282","0.0214","0.0043","0.0096","-0.0087","-0.0037"
"Palm Bay-Melbourne-Titusville, FL","37340","0.0445","0.0615","0.0781","0.0825","0.0273","0.0337","-0.0045","-0.0376","0.0117","-0.0306","0.0064","0.005","0.0389","0.0279","0.0472"
"Panama City, FL","37460","0.0653","0.0681","0.0639","0.059","0.0284","0.0059","-0.0016","-0.0298","-0.0167","-0.0159","0.0714","0.0143","0.0116","0.0064","-0.014"
"Parkersburg-Vienna, WV","37620","-0.0288","-0.0124","0.015","-0.0159","0.0498","-0.0382","-0.0145","0.0263","-0.0375","0.008","0.005","0.1389","-0.0416","-0.0455","0.0236"
"Pensacola-Ferry Pass-Brent, FL","37860","-2e-04","0.0321","0.0415","0.0297","0.0371","-0.0032","-0.0412","-0.0228","0.0083","0.0211","0.0267","-0.0109","0.0298","0.0093","0.0173"
"Peoria, IL","37900","-0.0031","0.034","0.0724","0.043","0.0568","0.0294","0.0181","-0.0583","0.0164","0.1047","-0.1389","-2e-04","-0.0492","-0.0189","-0.0521"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","37980","0.0294","0.0334","0.0181","0.0159","0.0158","0.0238","0.0116","-0.0298","0.0118","0.0107","0.0336","0.008","0.0242","0.0162","0.0143"
"Phoenix-Mesa-Scottsdale, AZ","38060","0.0301","0.0548","0.0409","0.0776","0.0748","0.0226","-0.0139","-0.0862","0.0027","0.0206","0.0032","0.0273","0.0318","0.0233","0.0341"
"Pine Bluff, AR","38220","0.0109","0.0235","0.0251","-0.0018","0.01","-0.0264","-0.0022","-0.033","0.0127","-0.0233","-0.0313","-0.0453","-0.0568","0.0324","-0.0166"
"Pittsburgh, PA","38300","0.0127","0.0098","0.0132","-0.0078","0.0052","0.0105","-0.0074","-0.039","0.0379","0.0346","0.0181","0.0351","0.032","0.0024","0.037"
"Pittsfield, MA","38340","0.0654","0.0252","0.0211","-0.0053","-0.0357","-0.0382","-0.0306","-0.031","0.0013","0.015","-0.0128","0.0022","0.0204","0.0232","-0.0041"
"Pocatello, ID","38540","0.0152","0.0548","0.1233","0.0831","-0.0505","0.0277","-0.0031","-0.0479","0.0121","0.0014","-0.0595","-0.0035","0.0167","0.0263","0.0235"
"Port St. Lucie, FL","38940","0.09","0.0619","0.1116","0.1302","0.0339","0.0241","-0.0871","-0.0593","-0.0083","0.0087","-0.0106","0.0088","0.0458","0.0193","0.0314"
"Portland-South Portland, ME","38860","0.0159","0.0229","0.0446","-0.0067","0.017","0.0027","-0.006","-0.0124","0.0264","0.0105","-0.002","0.0204","0.023","0.0279","0.0172"
"Portland-Vancouver-Hillsboro, OR-WA","38900","0.0268","0.0261","0.0979","0.0398","0.1214","0.0482","0.0643","-0.0161","0.0719","0.0483","-0.0257","0.0175","0.0378","0.036","0.0302"
"Prescott, AZ","39140","0.0286","0.0542","0.0171","0.0963","0.1061","-0.0067","-0.024","-0.1001","-0.0593","-0.0109","-0.0112","0.0362","0.0189","0.0283","0.0408"
"Providence-Warwick, RI-MA","39300","0.0383","0.0413","0.0218","-0.005","0.0201","-0.0122","-0.0135","-0.0221","0.0126","0.0029","-9e-04","0.0105","0.0259","0.0046","0.0159"
"Provo-Orem, UT","39340","0.0304","0.0515","0.0437","0.0635","0.0813","0.0727","0.0105","-0.0104","0.0208","0.0368","0.045","0.0438","0.1178","0.0743","0.0564"
"Pueblo, CO","39380","-0.0102","-0.01","0.0356","-0.0615","-0.0075","0.0259","0.0102","0.0132","-0.0122","0.0224","-0.0229","0.022","0.0161","0.027","0.0284"
"Punta Gorda, FL","39460","0.0336","0.0585","0.0767","0.0735","0.0481","-0.061","-0.0853","-0.0681","0.0014","0.0117","-0.0582","0.0697","0.0753","0.0347","0.0225"
"Racine, WI","39540","0.0142","0.0196","0.0376","-0.0292","0.0237","-0.0048","-0.0936","-0.0454","0.0358","0.0081","-0.0358","-0.0083","-0.0025","-0.0154","0.0027"
"Raleigh, NC","39580","0.0036","0.0028","0.0288","0.0649","0.0568","0.0786","0.012","-0.0148","0.0442","0.0221","0.0113","0.0488","0.072","0.0373","0.0274"
"Rapid City, SD","39660","0.0789","-0.008","0.0032","0.021","0.0165","0.0138","2e-04","0.0018","0.0184","0.0309","-0.0108","0.0262","-0.0066","0.021","0.019"
"Reading, PA","39740","0.035","0.0213","-0.0018","0.0149","0.0441","-0.0075","-0.0345","-0.0164","-0.0044","0.0125","0.0157","0.0643","0.0329","0.0284","-0.0657"
"Redding, CA","39820","0.1036","0.0396","0.0167","0.0233","-0.0019","-0.0161","-0.0849","-0.074","-0.0021","-0.0018","0.0126","0.0349","0.0414","0.0929","0.0471"
"Reno, NV","39900","0.0121","0.0185","0.0691","0.0442","0.0328","0.0475","-0.0372","-0.1009","-0.012","0.0111","0.048","0.0464","0.0229","0.0411","0.0564"
"Richmond, VA","40060","-0.0067","0.0027","0.0101","0.0528","-0.0023","0.0109","-0.0032","-0.0231","0.0321","0.0097","0.0129","0.0099","0.0367","0.0109","0.0258"
"Riverside-San Bernardino-Ontario, CA","40140","0.0324","0.0581","0.0651","0.0576","0.0303","-0.0121","-0.0504","-0.0773","0.0198","0.0019","0.0408","0.0257","0.0513","0.0275","0.0294"
"Roanoke, VA","40220","0.0022","0.0098","0.0122","0.0235","0.0257","0.0208","-0.0089","-0.03","-0.0055","0.0017","-0.001","-0.003","0.0243","-0.0165","4e-04"
"Rochester, MN","40340","0.0659","0.0987","0.051","0.0102","0.0131","-0.0084","-5e-04","-0.0127","0.0859","-0.0289","0.0028","0.0115","0.0274","0.0407","0.0356"
"Rochester, NY","40380","0.034","0.0119","0.0215","0.0152","0.0107","-0.0208","-0.0313","-0.0056","0.0183","-0.0063","0.0049","-0.029","0.0147","-6e-04","-0.0036"
"Rockford, IL","40420","0.0086","0.0114","0.0137","0.012","0.0326","0.0137","-0.0241","-0.0892","0.0512","0.0366","-0.0205","0.0138","-0.0101","-0.011","0.0316"
"Rocky Mount, NC","40580","-0.0127","-0.0011","-0.0015","0.0191","0.0648","-0.0523","-0.0099","-0.0141","-0.0147","-0.0195","-0.0086","-0.0289","0.0157","-0.0727","-0.0155"
"Rome, GA","40660","0.0062","0.013","0.0508","-0.0625","-0.0044","-3e-04","0.01","-0.0558","-0.0025","-0.0025","0.0155","0.0055","0.0106","0.027","0.0015"
"Sacramento--Roseville--Arden-Arcade, CA","40900","0.0685","0.0645","0.0381","0.0558","0.0219","-0.0073","-0.0381","-0.0523","-0.0044","0.0037","0.0213","0.023","0.0383","0.0252","0.0235"
"Saginaw, MI","40980","0.0119","0.0131","-0.0393","-0.0039","-0.0128","-0.0286","-0.0727","-0.0518","0.0571","0.0263","0.0082","-0.0095","-0.0171","0.0021","0.0028"
"Salem, OR","41420","0.0634","0.0353","0.0272","-0.0159","0.0618","-0.0013","0.0348","-0.0423","-0.0267","-0.0148","0.0118","0.0504","0.0674","0.0705","0.0191"
"Salinas, CA","41500","0.0575","0.0328","-0.0359","0.0557","0.0344","-0.0526","-0.0424","-6e-04","-0.0153","-0.0392","0.0473","0.0112","0.0803","0.0365","0.0112"
"Salisbury, MD-DE","41540","-0.0304","0.0588","0.0535","0.0525","0.0313","0.0411","-0.0372","9e-04","0.0088","-0.0332","0.0624","0.0554","0.0822","0.0426","0.0259"
"Salt Lake City, UT","41620","0.0037","-0.0052","0.0219","0.0587","0.0634","0.0548","0.0235","-0.0074","0.0144","0.0316","0.0043","0.0271","0.0467","0.0198","0.0249"
"San Angelo, TX","41660","0.0045","0.02","0.0274","-0.0179","-0.0188","0.005","0.0328","-0.0048","0.0277","0.0287","0.0613","0.1082","-0.0084","-0.0276","-9e-04"
"San Antonio-New Braunfels, TX","41700","0.0124","0.0289","0.0348","0.0258","0.046","0.0466","0.0025","-0.0239","0.0537","0.0387","0.0648","0.0721","0.0854","0.0362","0.0461"
"San Diego-Carlsbad, CA","41740","0.0524","0.0388","0.0509","0.0379","0.0221","0.0106","-0.008","-0.0447","-0.0038","0.0211","0.0304","0.0127","0.0098","0.0353","0.022"
"San Francisco-Oakland-Hayward, CA","41860","-0.0097","0.0109","0.0296","0.0466","0.0269","0.0173","0.0228","-0.0531","-0.0056","0.0027","0.0374","0.0509","0.0572","0.0569","0.0341"
"San Jose-Sunnyvale-Santa Clara, CA","41940","-0.0598","0.0173","0.0787","0.0706","0.0711","0.0749","0.0088","-0.0526","0.0904","0.0764","0.0549","0.0744","0.1103","0.0599","0.0757"
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","42020","0.1208","0.0574","0.0524","0.034","-0.0068","-0.0082","-0.0336","-0.0548","0.0267","-0.0149","0.0663","7e-04","0.0404","0.0222","0.0168"
"Santa Cruz-Watsonville, CA","42100","-0.0217","-0.0154","-0.0153","0.0111","0.019","-0.0266","-0.0683","-0.0416","-0.0164","-0.0167","0.0576","0.0258","0.0327","0.0041","0.0056"
"Santa Fe, NM","42140","0.1743","-0.0835","0.007","0.0231","0.0466","0.0171","-0.0073","-0.0757","-0.0347","-0.0095","0.0292","-0.0562","0.0178","-0.0159","0.0162"
"Santa Maria-Santa Barbara, CA","42200","0.0301","0.0303","0.0312","0.0569","0.0048","-0.008","-0.0092","-0.0174","-0.0037","0.0154","0.0267","0.0178","0.0628","-0.0083","0.0163"
"Santa Rosa, CA","42220","0.0225","0.0037","0.0144","0.0406","0.0077","-0.0121","-0.0274","-0.0777","0.0288","0.0134","0.0472","0.0426","0.0658","0.0145","0.032"
"Savannah, GA","42340","0.016","0.0105","0.051","0.0421","0.0542","0.0135","-0.023","-0.0391","0.0032","0.0214","0.0102","0.034","0.0221","0.0094","0.0364"
"Scranton--Wilkes-Barre--Hazleton, PA","42540","0.0052","0.0172","0.0295","0.0021","-9e-04","0.0198","-0.0344","-0.0159","0.0356","0.011","0.0452","-0.0238","0.0256","0.003","0.0047"
"Seattle-Tacoma-Bellevue, WA","42660","7e-04","0.0117","0.0185","0.0453","0.0534","0.0646","0.011","-0.0328","0.0311","0.033","0.0288","0.0355","0.046","0.0382","0.0516"
"Sebastian-Vero Beach, FL","42680","0.0408","0.1013","0.0651","0.0912","0.0244","0.0296","-0.0557","-0.0862","-0.0325","0.0028","-0.0208","0.0712","0.0608","0.0365","-0.0248"
"Sebring, FL","42700","0.0894","0.0595","0.04","0.0713","0.062","-0.0414","-0.0865","-0.0025","-0.0156","-0.019","-0.0253","-0.0452","0.0432","0.0148","0.0123"
"Sheboygan, WI","43100","0.0253","0.0165","0.0388","-0.0054","0.005","0.0025","-0.0227","-0.052","0.0182","-0.0201","4e-04","0.0131","0.028","0.0593","0.0285"
"Sherman-Denison, TX","43300","0.0253","0.0171","0.0534","0.0276","0.0586","0.0094","0.0177","-0.014","0.0505","0.0202","0.0526","-0.0154","0.0313","0.005","0.0242"
"Shreveport-Bossier City, LA","43340","0.0056","0.0154","0.0376","-0.0276","0.067","-0.0404","-9e-04","0.0209","0.06","0.0086","0.022","0.0164","0.0483","0.0011","0.0152"
"Sierra Vista-Douglas, AZ","43420","-0.0014","0.0192","0.03","0.0742","0.0262","0.024","0.0186","0.0106","0.0105","0","-0.0695","-0.0495","-0.0082","-0.0051","0.0063"
"Sioux City, IA-NE-SD","43580","0.0459","-0.0131","0.0074","0","0.0192","0.043","0.0287","-0.0064","0.0162","-0.043","0.0459","-0.0013","0.0648","0.0539","-0.0405"
"Sioux Falls, SD","43620","0.1288","0.0025","0.0109","0.0384","0.0193","0.0174","0.049","0.0328","-0.0441","0.0305","-0.028","0.0325","0.0344","0.0257","0.0148"
"South Bend-Mishawaka, IN-MI","43780","0.0254","0.0449","0.0356","-0.0091","0.0153","0.0067","0.0045","-0.0805","0.0557","0.0294","-0.0251","0.0174","0.0254","0.0091","0.0058"
"Spartanburg, SC","43900","0.039","0.0264","-0.0057","0.0061","0.022","0.0281","-0.01","-0.1044","0.0659","0.0501","0.0185","0.0396","0.0305","0.0486","0.0354"
"Spokane-Spokane Valley, WA","44060","-0.0128","0.02","0.0178","0.0399","0.0421","0.0286","-0.0035","-0.0265","0.0096","0.0147","-0.0034","0.021","0.0213","0.0192","0.0252"
"Springfield, IL","44100","0","0.0697","-0.0644","-0.035","0.007","0.0091","0.0159","0.021","0.0074","0.0037","-0.0327","0.0222","2e-04","-0.0044","-0.0037"
"Springfield, MA","44140","6e-04","0.0096","7e-04","0.0024","-0.0026","8e-04","0.0038","-0.0162","0.0142","-0.0018","0.0079","-1e-04","0.0279","0.0044","0.0078"
"Springfield, MO","44180","-0.0094","0.0558","0.0338","0.0413","0.008","0.013","2e-04","-0.0392","0.0278","0.0229","0.0232","0.0141","0.0362","-0.001","0.0376"
"Springfield, OH","44220","-0.0266","-0.0418","0.0139","-0.0059","0.0174","-0.0229","-0.0341","-0.0668","0.0056","0.0392","0.0167","0.0039","-0.0145","-0.0055","0.0346"
"St. Cloud, MN","41060","0.0468","0.0512","0.0691","4e-04","-0.0084","-0.0333","0.0062","-0.0276","0.013","0.0135","0.0139","0.0456","0.0039","0.0386","0.0245"
"St. George, UT","41100","0.0283","0.0785","0.0647","0.1242","0.1095","0.0265","0.0154","-0.0733","-0.0164","0.0189","0.0448","0.0472","0.069","0.0795","0.0502"
"St. Joseph, MO-KS","41140","0.0129","0.0118","0.0379","-0.0096","0.0528","0.0561","-0.0242","0.0013","0.0384","0.0116","0.0335","-0.0487","-0.0455","0.0021","0.0186"
"St. Louis, MO-IL","41180","0.0305","0.0192","0.0026","7e-04","-0.0101","0.0116","0.0176","-0.05","0.0052","0.0143","0.0116","0.0094","0.0088","0.0013","0.0049"
"State College, PA","44300","0.0417","0.0145","0.0202","0.0398","0.0095","0.0197","0.0131","0.0212","0.027","0.0331","0.0535","0.0431","0.0284","0.0121","0.0171"
"Staunton-Waynesboro, VA","44420","-0.0358","0.0121","0.0245","0.0606","0.0015","-0.0215","-0.002","-0.0425","0.0396","0.0108","0.0167","0.008","0.0196","5e-04","0.0153"
"Stockton-Lodi, CA","44700","0.0722","0.0526","0.0285","0.0265","0.0177","0.0109","-0.0457","-0.0264","-0.0016","-0.016","0.0139","0.0096","0.0556","0.031","0.0216"
"Sumter, SC","44940","0.0216","0.0126","0.0238","0.0107","0.012","-0.0028","-0.0369","-0.0357","0.0125","0.0351","-0.0072","0.0027","-0.0097","9e-04","0.0247"
"Syracuse, NY","45060","0.0237","0.0089","0.0193","0.0121","0.0096","0.0165","-0.013","-0.0138","0.0378","-0.0068","-0.0168","0.0015","0.0108","0.0093","0.002"
"Tallahassee, FL","45220","0.0129","0.0175","0.0294","4e-04","0.0195","0.0416","-0.0162","-0.0321","-0.0131","-0.0058","-0.0052","-0.0017","0.0039","0.0214","0.0314"
"Tampa-St. Petersburg-Clearwater, FL","45300","0.0495","0.0506","0.0433","0.0452","0.039","0.0083","-0.0342","-0.0413","-0.0026","0.0149","0.0489","-0.0025","0.0349","0.0278","0.0173"
"Terre Haute, IN","45460","0.0369","0.0649","0.0167","-0.0146","0.01","0.0486","-0.0252","-0.0432","0.062","-0.0039","0.011","-0.0344","-0.0392","0.0042","0.0146"
"Texarkana, TX-AR","45500","0.0294","0.0336","0.0468","0.0164","0.0113","0.034","-9e-04","-0.0122","0.0165","0.0082","-0.0704","-0.0069","0.0234","0.01","0.0015"
"The Villages, FL","45540","0.0871","0.1905","0.0773","0.1865","0.095","0.0702","-0.0295","0.0425","0.0772","0.0554","0.0105","0.05","0.0221","0.0728","0.0382"
"Toledo, OH","45780","0.029","0.0075","0.0057","1e-04","-0.0099","-0.0103","-0.0454","-0.0572","0.0323","0.046","0.027","0.0778","-0.0391","0.0121","-0.0055"
"Topeka, KS","45820","-0.0081","-0.0018","-0.0026","-0.0124","-0.0155","0.0414","0.0086","-0.0011","-0.0039","0.0244","-0.0209","-1e-04","-0.0168","0.0191","0.0021"
"Trenton, NJ","45940","0.0234","0.0604","0.026","0.0255","0.0525","-0.0093","0.0125","-0.0307","0.0393","0.0221","-0.0633","-0.0129","-0.0074","0.0102","-0.0273"
"Tucson, AZ","46060","-0.0138","0.0556","0.0202","0.0561","0.0478","0.0356","-0.0044","-0.0756","-0.0073","0.0041","-0.0307","-0.014","-0.0191","0.0027","0.0293"
"Tulsa, OK","46140","2e-04","-0.0188","0.0311","0.0242","0.0652","0.0202","0.0561","-0.0456","-0.0114","0.0255","0.0692","0.0987","-0.0228","-0.0666","-0.011"
"Tuscaloosa, AL","46220","0.0472","0.0581","0.0642","0.0329","0.0116","0.0369","0.0085","-0.0264","0.0316","0.0585","0.0433","-0.0258","0.0209","-0.0313","0.0533"
"Tyler, TX","46340","0.0062","0.0097","0.0646","4e-04","0.0183","0.0308","0.074","-0.0292","0.0252","0.0224","0.0767","0.0369","0.087","-0.006","-0.0037"
"Urban Honolulu, HI","46520","0.0247","0.0393","0.0534","0.0375","0.0275","0.0156","0.0199","-0.0261","0.0432","0.0249","0.02","0.0057","0.0403","0.0159","0.0169"
"Utica-Rome, NY","46540","0.0102","0.0072","0.0219","0.0135","0.0179","0.0039","-0.0214","0.0027","0.0348","-0.0089","-0.0042","-0.0232","0.0055","0.0081","0.0024"
"Valdosta, GA","46660","-0.0413","0.0287","-0.0055","0.0328","0.0278","0.0143","0.0639","-0.0087","-0.0255","-0.0034","-0.0242","0.0043","0.0043","0.0085","0.0258"
"Vallejo-Fairfield, CA","46700","0.0392","0.0763","0.0283","0.0308","-0.0032","-3e-04","0.0185","-0.0137","-0.0475","-0.042","0.0505","0.0038","-0.0247","0.0148","0.024"
"Victoria, TX","47020","0.0216","0.0282","0.0377","-7e-04","0.046","0.018","0.0503","-0.0579","0.0668","0.0435","0.0733","0.0162","-0.0369","-0.0557","0.0087"
"Vineland-Bridgeton, NJ","47220","2e-04","0.0326","0.028","0.0242","0.0075","-0.0083","0.0334","-0.0299","0.0154","-0.0199","-0.026","0.0118","0.0075","0.0032","-0.0058"
"Virginia Beach-Norfolk-Newport News, VA-NC","47260","0.0292","0.0358","0.0262","0.0339","0.029","0.0181","-0.0045","-0.0101","0.0123","0.0049","-0.0059","-0.0033","0.0258","-0.0126","0.0099"
"Visalia-Porterville, CA","47300","0.039","0.0536","0.0863","0.0587","-5e-04","0.0557","-0.0386","-0.0538","0.0376","-0.0032","0.0537","0.0759","-0.0061","0.0826","-0.0663"
"Waco, TX","47380","0.0235","0.0441","0.0488","0.0278","0.0228","0.0338","0.0067","-8e-04","0.0712","-0.0035","0.0374","0.0219","0.0313","0.0158","0.0334"
"Walla Walla, WA","47460","-0.0213","0.0517","-0.0195","0.0063","0.0475","0.0394","0.0463","-0.0055","0.004","-0.0229","-0.0042","-0.0329","0.0353","0.0662","-0.0312"
"Warner Robins, GA","47580","0.0488","0.0169","0.0041","0.0313","0.0245","0.022","-0.0075","0.0055","0.0294","0.0095","-0.0187","-0.0041","-0.0045","0.0104","5e-04"
"Washington-Arlington-Alexandria, DC-VA-MD-WV","47900","0.0324","0.0366","0.0538","0.045","0.0174","0.0165","0.0187","-0.004","0.0399","0.016","-0.0075","0.005","0.0202","0.0179","0.0206"
"Waterloo-Cedar Falls, IA","47940","0.0561","-0.0024","0.1138","0.0211","-0.003","0.0367","-0.0064","-0.029","-0.0031","0.0099","-0.095","0.0323","0.0013","0.0076","0.0334"
"Watertown-Fort Drum, NY","48060","0.0037","0.0266","0.0438","0.093","0.0833","0.0077","0.0349","0.034","0.0469","0.0288","-0.0249","-0.0281","-0.0422","-0.0434","-0.0232"
"Wausau, WI","48140","-0.0134","0.0423","0.0183","0.029","0.0086","0.0146","-0.0363","-0.0466","0.0224","-4e-04","0.0057","0.0341","0.0464","0.0227","0.0196"
"Weirton-Steubenville, WV-OH","48260","0.0793","-0.0379","-0.0169","0.0038","-0.0943","0.0125","0.0095","-0.0673","-0.0344","0.0049","0.0047","0.0522","-0.0409","0.0289","-0.0094"
"Wenatchee, WA","48300","0.0597","0.0448","0.0188","0.0194","0.041","-0.0121","0.0336","0.0012","-0.0458","-0.0105","-0.014","0.0224","0.0611","0.0733","0.0463"
"Wheeling, WV-OH","48540","0.0229","0.0274","0.0164","-0.0012","-0.0044","-0.0121","0.0115","0.0318","0.0126","0.008","0.0011","0.0502","-0.0216","-0.0161","0.1094"
"Wichita Falls, TX","48660","0.0195","-0.0146","0","-0.0565","0.0373","0.027","0.0456","-0.0514","-0.0053","0.0037","0.0544","-0.0727","0.0184","-0.0323","0.0511"
"Wichita, KS","48620","-0.0132","-0.018","-0.0178","0.0104","0.1006","0.0548","-0.0257","-0.0693","0.0178","0.0378","-0.0641","0.0328","0.0558","0.0382","-0.014"
"Williamsport, PA","48700","-0.0179","0.0098","0.0199","0.0079","-0.0036","-0.0052","-0.0404","-0.0137","0.0614","0.1019","0.0266","0.0413","-0.0616","-0.0494","0.0262"
"Wilmington, NC","48900","-0.025","0.0085","0.0208","0.0754","0.0267","0.0585","0.027","-0.0067","0.0138","0.024","0.0718","0.0485","0.0282","-0.0037","0.0287"
"Winchester, VA-WV","49020","0.0083","0.0591","0.0304","0.0739","0.0322","-0.0134","-0.0544","-0.0035","0.0729","0.0198","0.0142","0.0094","0.0369","0.0161","0.0273"
"Winston-Salem, NC","49180","-0.0531","0.0301","0.0072","0.0278","0.004","-0.0156","-0.0262","-0.0204","0.0101","-0.0175","0.0091","0.0564","0.0219","-0.024","0.0232"
"Worcester, MA-CT","49340","0.0023","0.0282","-8e-04","0.0063","0.0088","0.0045","-0.0058","-0.0371","0.0408","0.0092","0.0048","1e-04","0.0297","0.0273","0.024"
"Yakima, WA","49420","0.0296","0.0276","0.0086","0.0505","0.0244","0.0112","0.0374","0.0096","-0.0145","-0.0292","-0.0229","0.027","0.0151","0.0465","0.0051"
"York-Hanover, PA","49620","0.0087","0.0585","0.0252","0.0543","-0.0038","0.0203","0.0065","-0.0421","0.0221","0.0114","0.0232","-0.0081","0.0118","0.0186","0.0268"
"Youngstown-Warren-Boardman, OH-PA","49660","0.027","-0.0031","0.0046","0.0056","-0.0197","-0.024","-0.0561","-0.0953","0.0352","0.0403","-0.0279","0.0102","0.0117","-0.0152","-0.02"
"Yuba City, CA","49700","0.0778","0.0634","0.0193","5e-04","0.0371","-0.0107","0.0054","0.0264","-0.0433","-0.0299","0.0402","0.0146","0.023","0.0314","0.023"
"Yuma, AZ","49740","0.1235","0.0016","0.0913","0.0357","0.0452","0.0231","-0.014","0.0046","-0.028","-0.0138","0.0408","-0.0255","0.0821","0.0937","0.0034"
